path_idx,type,color,width,vx,vy
2,s,0.3922|0.7098|0.9647,2.142859935760498,454.5508,361.6953
2,s,0.3922|0.7098|0.9647,2.142859935760498,453.7383,361.6875
2,s,0.3922|0.7098|0.9647,2.142859935760498,452.9258,361.6797
2,s,0.3922|0.7098|0.9647,2.142859935760498,452.1172,361.6758
2,s,0.3922|0.7098|0.9647,2.142859935760498,451.3047,361.6758
2,s,0.3922|0.7098|0.9647,2.142859935760498,450.4961,361.6758
2,s,0.3922|0.7098|0.9647,2.142859935760498,449.6875,361.6797
2,s,0.3922|0.7098|0.9647,2.142859935760498,448.8828,361.6836
2,s,0.3922|0.7098|0.9647,2.142859935760498,448.0781,361.6914
2,s,0.3922|0.7098|0.9647,2.142859935760498,447.2734,361.6992
2,s,0.3922|0.7098|0.9647,2.142859935760498,446.4688,361.7031
2,s,0.3922|0.7098|0.9647,2.142859935760498,445.6680,361.7109
2,s,0.3922|0.7098|0.9647,2.142859935760498,444.8672,361.7188
2,s,0.3922|0.7098|0.9647,2.142859935760498,444.0664,361.7266
2,s,0.3922|0.7098|0.9647,2.142859935760498,443.2656,361.7305
2,s,0.3922|0.7098|0.9647,2.142859935760498,442.4688,361.7344
2,s,0.3922|0.7098|0.9647,2.142859935760498,441.6719,361.7344
2,s,0.3922|0.7098|0.9647,2.142859935760498,440.8750,361.7344
2,s,0.3922|0.7098|0.9647,2.142859935760498,440.0820,361.7305
2,s,0.3922|0.7098|0.9647,2.142859935760498,439.2891,361.7227
2,s,0.3922|0.7098|0.9647,2.142859935760498,438.4961,361.7148
2,s,0.3922|0.7098|0.9647,2.142859935760498,437.7031,361.6992
2,s,0.3922|0.7098|0.9647,2.142859935760498,436.9141,361.6836
2,s,0.3922|0.7098|0.9647,2.142859935760498,436.1250,361.6602
